age,gender,education_level,job_title,years_of_experience,salary,gender_encoded,education_level_encoded,job_title_encoded
33.0,Male,Master's Degree,Senior Software Engineer,8.0,139817.0,1,4,169
53.0,Male,PhD,Software Engineer Manager,25.0,181714.0,1,5,178
35.0,Female,Bachelor's Degree,Back end Developer,10.0,114776.0,0,1,3
30.0,Male,Master's Degree,Full Stack Engineer,6.0,105725.0,1,4,45
24.0,Female,High School,Senior Project Engineer,1.0,52731.0,0,2,159
36.0,Male,Master's Degree,Front end Developer,8.0,106492.0,1,4,44
27.0,Female,Bachelor's Degree,Full Stack Engineer,4.0,73895.0,0,1,45
23.0,Male,PhD,Software Engineer Manager,1.0,119836.0,1,5,178
28.0,Female,Master's Degree,Senior Software Engineer,5.0,99747.0,0,4,169
52.0,Male,Bachelor's Degree,Back end Developer,25.0,168287.0,1,1,3
28.0,Female,Master's Degree,Full Stack Engineer,7.0,115920.0,0,4,45
32.0,Male,Master's Degree,Senior Project Engineer,11.0,128078.0,1,4,159
24.0,Female,Bachelor's Degree,Front end Developer,1.0,51265.0,0,1,44
43.0,Male,High School,Senior Software Engineer,22.0,165919.0,1,2,169
60.0,Female,PhD,Software Engineer Manager,34.0,188651.0,0,5,178
24.0,Male,Master's Degree,Back end Developer,0.0,55538.0,1,4,3
55.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,193964.0,1,1,159
29.0,Female,Master's Degree,Full Stack Engineer,4.0,104702.0,0,4,45
44.0,Male,PhD,Software Engineer Manager,19.0,172955.0,1,5,178
40.0,Female,Master's Degree,Senior Software Engineer,16.0,138032.0,0,4,169
27.0,Male,Bachelor's Degree,Back end Developer,4.0,82683.0,1,1,3
43.0,Male,Master's Degree,Full Stack Engineer,17.0,155414.0,1,4,45
49.0,Female,High School,Senior Project Engineer,25.0,154207.0,0,2,159
30.0,Male,Master's Degree,Front end Developer,8.0,107895.0,1,4,44
42.0,Female,Bachelor's Degree,Senior Software Engineer,18.0,148446.0,0,1,169
26.0,Male,Master's Degree,Full Stack Engineer,4.0,102859.0,1,4,45
41.0,Female,PhD,Software Engineer Manager,13.0,138662.0,0,5,178
46.0,Male,Bachelor's Degree,Senior Project Engineer,23.0,181699.0,1,1,159
57.0,Female,Master's Degree,Full Stack Engineer,33.0,188232.0,0,4,45
22.0,Female,High School,Back end Developer,0.0,51832.0,0,2,3
54.0,Male,PhD,Software Engineer Manager,28.0,188484.0,1,5,178
42.0,Female,Master's Degree,Senior Software Engineer,16.0,138286.0,0,4,169
49.0,Male,Bachelor's Degree,Full Stack Engineer,22.0,181132.0,1,1,45
27.0,Female,Master's Degree,Back end Developer,4.0,73938.0,0,4,3
36.0,Male,Bachelor's Degree,Senior Project Engineer,14.0,119224.0,1,1,159
31.0,Female,Master's Degree,Full Stack Engineer,6.0,101186.0,0,4,45
39.0,Male,Master's Degree,Software Engineer Manager,14.0,142360.0,1,4,178
41.0,Female,Bachelor's Degree,Senior Project Engineer,20.0,151315.0,0,1,159
48.0,Male,PhD,Full Stack Engineer,23.0,181021.0,1,5,45
39.0,Female,Master's Degree,Senior Software Engineer,15.0,134641.0,0,4,169
48.0,Male,Bachelor's Degree,Front end Developer,23.0,173851.0,1,1,44
31.0,Other,High School,Back end Developer,8.0,104127.0,2,2,3
47.0,Male,Master's Degree,Senior Project Engineer,25.0,178859.0,1,4,159
29.0,Female,PhD,Full Stack Engineer,5.0,98568.0,0,5,45
32.0,Male,Bachelor's Degree,Software Engineer Manager,9.0,104661.0,1,1,178
38.0,Female,Master's Degree,Senior Software Engineer,13.0,134858.0,0,4,169
34.0,Male,Bachelor's Degree,Back end Developer,10.0,94502.0,1,1,3
23.0,Other,High School,Front end Developer,2.0,62852.0,2,2,44
36.0,Male,Bachelor's Degree,Front end Developer,14.0,139095.0,1,1,44
30.0,Female,Master's Degree,Senior Project Engineer,5.0,106278.0,0,4,159
28.0,Male,Master's Degree,Full Stack Engineer,4.0,90452.0,1,4,45
46.0,Female,PhD,Software Engineer Manager,23.0,168304.0,0,5,178
34.0,Male,Bachelor's Degree,Back end Developer,10.0,126593.0,1,1,3
44.0,Male,Master's Degree,Senior Software Engineer,19.0,152203.0,1,4,169
55.0,Female,PhD,Software Engineer Manager,30.0,183138.0,0,5,178
35.0,Male,Master's Degree,Full Stack Engineer,9.0,130275.0,1,4,45
54.0,Male,Bachelor's Degree,Senior Project Engineer,29.0,191915.0,1,1,159
23.0,Female,High School,Back end Developer,2.0,62807.0,0,2,3
46.0,Male,Master's Degree,Senior Software Engineer,21.0,174305.0,1,4,169
33.0,Female,Bachelor's Degree,Full Stack Engineer,9.0,133326.0,0,1,45
26.0,Male,Master's Degree,Front end Developer,4.0,75656.0,1,4,44
43.0,Female,PhD,Software Engineer Manager,19.0,155944.0,0,5,178
36.0,Male,Master's Degree,Full Stack Engineer,11.0,137775.0,1,4,45
23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,51831.0,0,1,159
49.0,Male,Master's Degree,Software Engineer Manager,22.0,182237.0,1,4,178
35.0,Female,Master's Degree,Full Stack Engineer,10.0,151901.0,0,4,45
31.0,Male,Bachelor's Degree,Back end Developer,8.0,100052.0,1,1,3
54.0,Other,High School,Senior Software Engineer,29.0,158254.0,2,2,169
43.0,Male,Master's Degree,Full Stack Engineer,20.0,167207.0,1,4,45
33.0,Female,Master's Degree,Senior Project Engineer,10.0,112439.0,0,4,159
52.0,Female,PhD,Software Engineer Manager,29.0,194214.0,0,5,178
28.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,84407.0,1,1,45
36.0,Female,Master's Degree,Senior Software Engineer,13.0,139413.0,0,4,169
43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,143084.0,1,1,159
50.0,Female,Master's Degree,Full Stack Engineer,25.0,192344.0,0,4,45
24.0,Male,PhD,Software Engineer Manager,1.0,106132.0,1,5,178
52.0,Male,Master's Degree,Senior Software Engineer,26.0,184816.0,1,4,169
46.0,Female,Bachelor's Degree,Back end Developer,19.0,150248.0,0,1,3
38.0,Male,Master's Degree,Full Stack Engineer,15.0,170995.0,1,4,45
29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88035.0,1,1,159
33.0,Female,Master's Degree,Front end Developer,10.0,119419.0,0,4,44
47.0,Male,PhD,Software Engineer Manager,21.0,173582.0,1,5,178
45.0,Female,Master's Degree,Senior Software Engineer,23.0,174436.0,0,4,169
28.0,Male,Bachelor's Degree,Back end Developer,4.0,71699.0,1,1,3
42.0,Female,Master's Degree,Full Stack Engineer,14.0,163558.0,0,4,45
46.0,Male,Bachelor's Degree,Senior Project Engineer,24.0,166828.0,1,1,159
38.0,Female,PhD,Software Engineer Manager,15.0,144496.0,0,5,178
54.0,Male,Master's Degree,Senior Software Engineer,31.0,193746.0,1,4,169
33.0,Female,Master's Degree,Full Stack Engineer,8.0,122581.0,0,4,45
27.0,Male,High School,Back end Developer,4.0,79767.0,1,2,3
50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177177.0,0,1,159
26.0,Male,Master's Degree,Full Stack Engineer,4.0,89843.0,1,4,45
31.0,Female,Master's Degree,Senior Software Engineer,6.0,113563.0,0,4,169
35.0,Male,Bachelor's Degree,Front end Developer,10.0,128712.0,1,1,44
44.0,Female,PhD,Software Engineer Manager,18.0,161621.0,0,5,178
32.0,Male,Master's Degree,Senior Project Engineer,8.0,121454.0,1,4,159
54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179987.0,1,1,45
26.0,Female,Master's Degree,Front end Developer,3.0,72649.0,0,4,44
23.0,Male,PhD,Software Engineer Manager,0.0,52612.0,1,5,178
48.0,Female,Master's Degree,Senior Software Engineer,24.0,184006.0,0,4,169
38.0,Male,Bachelor's Degree,Back end Developer,12.0,131960.0,1,1,3
30.0,Female,Master's Degree,Full Stack Engineer,5.0,102465.0,0,4,45
40.0,Male,Master's Degree,Software Engineer Manager,16.0,149748.0,1,4,178
45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171036.0,0,1,159
36.0,Male,Master's Degree,Full Stack Engineer,13.0,146351.0,1,4,45
52.0,Male,PhD,Software Engineer Manager,26.0,185462.0,1,5,178
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,107718.0,0,1,169
26.0,Male,Master's Degree,Full Stack Engineer,4.0,90944.0,1,4,45
30.0,Female,Master's Degree,Senior Project Engineer,5.0,100425.0,0,4,159
24.0,Male,Bachelor's Degree,Back end Developer,2.0,63901.0,1,1,3
45.0,Male,Master's Degree,Senior Software Engineer,22.0,181902.0,1,4,169
33.0,Female,Master's Degree,Full Stack Engineer,9.0,136533.0,0,4,45
38.0,Male,Bachelor's Degree,Front end Developer,11.0,136285.0,1,1,44
54.0,Female,PhD,Software Engineer Manager,31.0,191818.0,0,5,178
42.0,Male,Master's Degree,Full Stack Engineer,19.0,176643.0,1,4,45
28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,70022.0,0,1,159
30.0,Male,Master's Degree,Front end Developer,6.0,99363.0,1,4,44
43.0,Female,Master's Degree,Senior Software Engineer,19.0,152944.0,0,4,169
35.0,Male,Bachelor's Degree,Back end Developer,10.0,123386.0,1,1,3
44.0,Male,Master's Degree,Full Stack Engineer,21.0,168906.0,1,4,45
55.0,Female,Bachelor's Degree,Senior Project Engineer,30.0,183020.0,0,1,159
23.0,Male,High School,Front end Developer,1.0,47898.0,1,2,44
39.0,Female,Master's Degree,Senior Software Engineer,14.0,135853.0,0,4,169
43.0,Male,Bachelor's Degree,Full Stack Engineer,17.0,149198.0,1,1,45
29.0,Male,PhD,Software Engineer Manager,6.0,106662.0,1,5,178
51.0,Male,Master's Degree,Senior Software Engineer,28.0,186610.0,1,4,169
30.0,Female,Bachelor's Degree,Senior Project Engineer,6.0,89995.0,0,1,159
26.0,Male,Master's Degree,Full Stack Engineer,4.0,85825.0,1,4,45
39.0,Female,PhD,Software Engineer Manager,13.0,143814.0,0,5,178
49.0,Male,Master's Degree,Front end Developer,24.0,174726.0,1,4,44
42.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,150534.0,0,1,169
27.0,Male,Bachelor's Degree,Back end Developer,4.0,68732.0,1,1,3
43.0,Male,Master's Degree,Full Stack Engineer,21.0,187951.0,1,4,45
37.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,137336.0,0,1,159
51.0,Male,PhD,Software Engineer Manager,26.0,191159.0,1,5,178
29.0,Female,Master's Degree,Full Stack Engineer,5.0,102868.0,0,4,45
43.0,Male,Bachelor's Degree,Senior Software Engineer,20.0,154281.0,1,1,169
31.0,Male,Master's Degree,Back end Developer,8.0,111535.0,1,4,3
30.0,Female,Master's Degree,Senior Project Engineer,6.0,107906.0,0,4,159
36.0,Male,Bachelor's Degree,Full Stack Engineer,13.0,143885.0,1,1,45
52.0,Female,PhD,Software Engineer Manager,27.0,180958.0,0,5,178
28.0,Male,Master's Degree,Senior Software Engineer,6.0,108607.0,1,4,169
49.0,Male,Bachelor's Degree,Back end Developer,24.0,178284.0,1,1,3
27.0,Female,Master's Degree,Front end Developer,4.0,75969.0,0,4,44
41.0,Male,Master's Degree,Senior Project Engineer,15.0,143705.0,1,4,159
56.0,Female,PhD,Software Engineer Manager,31.0,197354.0,0,5,178
46.0,Male,Bachelor's Degree,Senior Software Engineer,22.0,174324.0,1,1,169
32.0,Female,Master's Degree,Full Stack Engineer,8.0,123781.0,0,4,45
38.0,Male,PhD,Software Engineer Manager,12.0,141735.0,1,5,178
52.0,Male,Master's Degree,Senior Project Engineer,28.0,187120.0,1,4,159
24.0,Female,Bachelor's Degree,Back end Developer,1.0,61095.0,0,1,3
49.0,Male,Master's Degree,Full Stack Engineer,22.0,179045.0,1,4,45
35.0,Female,Master's Degree,Senior Software Engineer,10.0,130355.0,0,4,169
31.0,Male,Bachelor's Degree,Front end Developer,7.0,103282.0,1,1,44
44.0,Female,PhD,Software Engineer Manager,18.0,157872.0,0,5,178
33.0,Male,Master's Degree,Senior Project Engineer,10.0,117314.0,1,4,159
54.0,Male,Bachelor's Degree,Senior Software Engineer,30.0,186321.0,1,1,169
33.0,Female,Master's Degree,Full Stack Engineer,11.0,129686.0,0,4,45
27.0,Male,High School,Back end Developer,3.0,68611.0,1,2,3
51.0,Female,Master's Degree,Senior Project Engineer,25.0,177913.0,0,4,159
26.0,Male,Master's Degree,Full Stack Engineer,3.0,68472.0,1,4,45
31.0,Female,Master's Degree,Senior Software Engineer,6.0,113065.0,0,4,169
35.0,Male,Bachelor's Degree,Front end Developer,9.0,125091.0,1,1,44
45.0,Female,PhD,Software Engineer Manager,23.0,172925.0,0,5,178
32.0,Male,Master's Degree,Senior Project Engineer,9.0,126916.0,1,4,159
54.0,Male,Bachelor's Degree,Full Stack Engineer,27.0,183417.0,1,1,45
26.0,Female,Master's Degree,Front end Developer,4.0,76898.0,0,4,44
23.0,Male,PhD,Software Engineer Manager,1.0,579.0,1,5,178
26.0,Female,Bachelor's Degree,Software Engineer,2.0,65000.0,0,1,177
33.0,Male,Master's Degree,Data Analyst,8.0,120000.0,1,4,18
29.0,Female,Bachelor's Degree,Product Manager,4.0,90000.0,0,1,107
41.0,Male,PhD,Data Scientist,15.0,190000.0,1,5,20
35.0,Female,Master's Degree,Software Engineer,9.0,140000.0,0,4,177
28.0,Male,Bachelor's Degree,Software Developer,3.0,75000.0,1,1,176
37.0,Female,Master's Degree,Data Scientist,11.0,160000.0,0,4,20
33.0,Male,Bachelor's Degree,Product Manager,8.0,130000.0,1,1,107
24.0,Female,Master's Degree,Software Engineer,2.0,60000.0,0,4,177
46.0,Male,PhD,Director of Data Science,20.0,220000.0,1,5,28
29.0,Female,Bachelor's Degree,Software Developer,5.0,80000.0,0,1,176
31.0,Male,Master's Degree,Data Scientist,7.0,130000.0,1,4,20
27.0,Female,Bachelor's Degree,Software Engineer,3.0,65000.0,0,1,177
38.0,Male,PhD,Senior Data Scientist,13.0,170000.0,1,5,130
30.0,Female,Master's Degree,Product Manager,6.0,110000.0,0,4,107
25.0,Male,Bachelor's Degree,Front End Developer,2.0,50000.0,1,1,43
44.0,Male,PhD,Director of Data Science,18.0,210000.0,1,5,28
33.0,Female,Master's Degree,Data Analyst,8.0,100000.0,0,4,18
22.0,Male,Bachelor's Degree,Software Engineer,1.0,50000.0,1,1,177
36.0,Male,Master's Degree,Product Manager,10.0,160000.0,1,4,107
28.0,Female,Bachelor's Degree,Software Engineer,4.0,70000.0,0,1,177
41.0,Male,PhD,Senior Data Scientist,16.0,190000.0,1,5,130
34.0,Female,Master's Degree,Data Scientist,9.0,140000.0,0,4,20
23.0,Male,Bachelor's Degree,Software Developer,1.0,45000.0,1,1,176
32.0,Female,Master's Degree,Product Manager,7.0,120000.0,0,4,107
25.0,Male,Master's Degree,Software Engineer,2.0,60000.0,1,4,177
37.0,Female,Bachelor's Degree,Data Analyst,11.0,150000.0,0,1,18
28.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,1,1,177
29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,103579.0,0,1,45
45.0,Male,Master's Degree,Software Engineer Manager,19.0,163780.0,1,4,178
36.0,Male,Bachelor's Degree,Front end Developer,12.0,137878.0,1,1,44
30.0,Female,Master's Degree,Senior Project Engineer,4.0,92438.0,0,4,159
28.0,Male,Master's Degree,Full Stack Engineer,5.0,84181.0,1,4,45
46.0,Female,PhD,Software Engineer Manager,21.0,174821.0,0,5,178
34.0,Male,Bachelor's Degree,Back end Developer,10.0,126520.0,1,1,3
44.0,Male,Master's Degree,Senior Software Engineer,18.0,152168.0,1,4,169
55.0,Female,PhD,Software Engineer Manager,29.0,190543.0,0,5,178
35.0,Male,Master's Degree,Full Stack Engineer,9.0,131547.0,1,4,45
54.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,192292.0,1,1,159
23.0,Female,High School,Back end Developer,1.0,52807.0,0,2,3
46.0,Male,Master's Degree,Senior Software Engineer,20.0,174938.0,1,4,169
33.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,124071.0,0,1,45
26.0,Male,Master's Degree,Front end Developer,3.0,73640.0,1,4,44
43.0,Female,PhD,Software Engineer Manager,19.0,156486.0,0,5,178
36.0,Male,Master's Degree,Full Stack Engineer,11.0,138859.0,1,4,45
23.0,Female,Bachelor's Degree,Senior Project Engineer,0.0,52831.0,0,1,159
49.0,Male,Master's Degree,Software Engineer Manager,23.0,182392.0,1,4,178
35.0,Female,Master's Degree,Full Stack Engineer,11.0,151078.0,0,4,45
31.0,Male,Bachelor's Degree,Back end Developer,8.0,100679.0,1,1,3
54.0,Other,High School,Senior Software Engineer,29.0,158966.0,2,2,169
43.0,Male,Master's Degree,Full Stack Engineer,20.0,167924.0,1,4,45
33.0,Female,Master's Degree,Senior Project Engineer,10.0,113334.0,0,4,159
52.0,Female,PhD,Software Engineer Manager,29.0,194778.0,0,5,178
28.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,77606.0,1,1,45
36.0,Female,Master's Degree,Senior Software Engineer,13.0,140010.0,0,4,169
43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,142421.0,1,1,159
50.0,Female,Master's Degree,Full Stack Engineer,24.0,192756.0,0,4,45
24.0,Male,PhD,Software Engineer Manager,1.0,106686.0,1,5,178
52.0,Male,Master's Degree,Senior Software Engineer,27.0,186794.0,1,4,169
46.0,Female,Bachelor's Degree,Back end Developer,19.0,150729.0,0,1,3
38.0,Male,Master's Degree,Full Stack Engineer,15.0,171652.0,1,4,45
29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0,1,1,159
33.0,Female,Master's Degree,Front end Developer,9.0,119918.0,0,4,44
47.0,Male,PhD,Software Engineer Manager,21.0,174985.0,1,5,178
45.0,Female,Master's Degree,Senior Software Engineer,23.0,174336.0,0,4,169
28.0,Male,Bachelor's Degree,Back end Developer,4.0,72389.0,1,1,3
42.0,Female,Master's Degree,Full Stack Engineer,14.0,163978.0,0,4,45
46.0,Male,Bachelor's Degree,Senior Project Engineer,25.0,166958.0,1,1,159
38.0,Female,PhD,Software Engineer Manager,15.0,145052.0,0,5,178
54.0,Male,Master's Degree,Senior Software Engineer,32.0,195270.0,1,4,169
33.0,Female,Master's Degree,Full Stack Engineer,8.0,122970.0,0,4,45
27.0,Male,High School,Back end Developer,4.0,80247.0,1,2,3
50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177862.0,0,1,159
26.0,Male,Master's Degree,Full Stack Engineer,4.0,91062.0,1,4,45
31.0,Female,Master's Degree,Senior Software Engineer,6.0,114290.0,0,4,169
35.0,Male,Bachelor's Degree,Front end Developer,10.0,128999.0,1,1,44
44.0,Female,PhD,Software Engineer Manager,18.0,162454.0,0,5,178
32.0,Male,Master's Degree,Senior Project Engineer,8.0,122354.0,1,4,159
54.0,Male,Bachelor's Degree,Full Stack Engineer,25.0,179756.0,1,1,45
26.0,Female,Master's Degree,Front end Developer,3.0,73218.0,0,4,44
48.0,Female,Master's Degree,Senior Software Engineer,24.0,184480.0,0,4,169
38.0,Male,Bachelor's Degree,Back end Developer,12.0,132442.0,1,1,3
30.0,Female,Master's Degree,Full Stack Engineer,5.0,102828.0,0,4,45
40.0,Male,Master's Degree,Software Engineer Manager,16.0,150301.0,1,4,178
45.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,171468.0,0,1,159
36.0,Male,Master's Degree,Full Stack Engineer,13.0,147326.0,1,4,45
52.0,Male,PhD,Software Engineer Manager,26.0,185982.0,1,5,178
31.0,Female,Bachelor's Degree,Senior Software Engineer,7.0,108267.0,0,1,169
26.0,Male,Master's Degree,Full Stack Engineer,4.0,91397.0,1,4,45
30.0,Female,Master's Degree,Senior Project Engineer,5.0,100867.0,0,4,159
24.0,Male,Bachelor's Degree,Back end Developer,2.0,64182.0,1,1,3
45.0,Male,Master's Degree,Senior Software Engineer,22.0,182506.0,1,4,169
33.0,Female,Master's Degree,Full Stack Engineer,9.0,136986.0,0,4,45
38.0,Male,Bachelor's Degree,Front end Developer,11.0,136662.0,1,1,44
54.0,Female,PhD,Software Engineer Manager,32.0,191510.0,0,5,178
42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0,1,4,45
28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0,0,1,159
34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0,1,4,178
46.0,Female,Bachelor's Degree,Back end Developer,18.0,155795.0,0,1,3
35.0,Male,Master's Degree,Full Stack Engineer,9.0,132638.0,1,4,45
49.0,Female,PhD,Software Engineer Manager,22.0,178684.0,0,5,178
32.0,Male,Bachelor's Degree,Senior Software Engineer,7.0,106218.0,1,1,169
54.0,Male,Master's Degree,Full Stack Engineer,28.0,191239.0,1,4,45
26.0,Female,Master's Degree,Front end Developer,2.0,65840.0,0,4,44
23.0,Male,PhD,Software Engineer Manager,0.0,52779.0,1,5,178
48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0,0,4,169
38.0,Male,Bachelor's Degree,Back end Developer,14.0,136449.0,1,1,3
30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0,0,4,45
40.0,Male,Master's Degree,Software Engineer Manager,17.0,151670.0,1,4,178
45.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,167015.0,0,1,159
36.0,Male,Master's Degree,Full Stack Engineer,13.0,146508.0,1,4,45
52.0,Male,PhD,Software Engineer Manager,27.0,190596.0,1,5,178
31.0,Female,Bachelor's Degree,Senior Software Engineer,6.0,104378.0,0,1,169
26.0,Male,Master's Degree,Full Stack Engineer,3.0,70216.0,1,4,45
30.0,Female,Master's Degree,Senior Project Engineer,5.0,101733.0,0,4,159
24.0,Male,Bachelor's Degree,Back end Developer,1.0,55935.0,1,1,3
45.0,Male,Master's Degree,Senior Software Engineer,21.0,180367.0,1,4,169
33.0,Female,Master's Degree,Full Stack Engineer,9.0,135596.0,0,4,45
38.0,Male,Bachelor's Degree,Front end Developer,11.0,136062.0,1,1,44
54.0,Female,PhD,Software Engineer Manager,32.0,191267.0,0,5,178
26.0,Male,Master's Degree,Full Stack Engineer,3.0,91397.0,1,4,45
28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,82944.0,0,1,159
48.0,Male,PhD,Software Engineer Manager,23.0,188288.0,1,5,178
36.0,Female,Master's Degree,Senior Software Engineer,14.0,141090.0,0,4,169
43.0,Male,Bachelor's Degree,Full Stack Engineer,19.0,152726.0,1,1,45
33.0,Female,Master's Degree,Back end Developer,9.0,124141.0,0,4,3
26.0,Male,Bachelor's Degree,Front end Developer,3.0,67556.0,1,1,44
50.0,Female,Master's Degree,Senior Project Engineer,22.0,182768.0,0,4,159
41.0,Male,PhD,Software Engineer Manager,15.0,148727.0,1,5,178
29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,91903.0,0,1,45
38.0,Male,Master's Degree,Senior Software Engineer,14.0,147708.0,1,4,169
48.0,Female,Bachelor's Degree,Senior Project Engineer,21.0,163209.0,0,1,159
31.0,Male,Master's Degree,Full Stack Engineer,8.0,120288.0,1,4,45
45.0,Male,PhD,Software Engineer Manager,21.0,170226.0,1,5,178
35.0,Female,Master's Degree,Senior Software Engineer,11.0,134979.0,0,4,169
42.0,Male,Bachelor's Degree,Back end Developer,16.0,137489.0,1,1,3
27.0,Female,Master's Degree,Full Stack Engineer,4.0,83577.0,0,4,45
33.0,Male,Bachelor's Degree,Front end Developer,9.0,117904.0,1,1,44
36.0,Female,Master's Degree,Senior Project Engineer,11.0,134482.0,0,4,159
54.0,Male,PhD,Software Engineer Manager,30.0,184660.0,1,5,178
30.0,Female,Bachelor's Degree,Senior Software Engineer,5.0,100151.0,0,1,169
26.0,Male,Master's Degree,Full Stack Engineer,3.0,88678.0,1,4,45
45.0,Female,PhD,Senior Project Engineer,21.0,181285.0,0,5,159
38.0,Male,Master's Degree,Software Engineer Manager,16.0,154990.0,1,4,178
31.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,108204.0,0,1,45
42.0,Male,Master's Degree,Senior Software Engineer,19.0,175684.0,1,4,169
28.0,Female,Bachelor's Degree,Back end Developer,5.0,77766.0,0,1,3
48.0,Male,PhD,Software Engineer Manager,24.0,192211.0,1,5,178
36.0,Female,Master's Degree,Full Stack Engineer,13.0,144647.0,0,4,45
43.0,Male,Bachelor's Degree,Senior Project Engineer,20.0,162231.0,1,1,159
33.0,Female,Master's Degree,Front end Developer,9.0,121120.0,0,4,44
26.0,Male,Bachelor's Degree,Full Stack Engineer,4.0,79652.0,1,1,45
50.0,Female,Master's Degree,Senior Software Engineer,21.0,177002.0,0,4,169
27.0,Male,Master's Degree,Back end Developer,5.0,87584.0,1,4,3
38.0,Female,Bachelor's Degree,Senior Project Engineer,13.0,131860.0,0,1,159
54.0,Male,PhD,Software Engineer Manager,28.0,182013.0,1,5,178
31.0,Female,Master's Degree,Full Stack Engineer,7.0,108799.0,0,4,45
36.0,Male,Bachelor's Degree,Senior Software Engineer,13.0,135378.0,1,1,169
45.0,Female,Master's Degree,Software Engineer Manager,22.0,183530.0,0,4,178
42.0,Male,Bachelor's Degree,Back end Developer,18.0,150901.0,1,1,3
28.0,Female,Master's Degree,Full Stack Engineer,4.0,82697.0,0,4,45
48.0,Male,PhD,Senior Software Engineer,26.0,194638.0,1,5,169
36.0,Female,Master's Degree,Senior Project Engineer,12.0,130356.0,0,4,159
43.0,Male,Bachelor's Degree,Full Stack Engineer,18.0,152560.0,1,1,45
33.0,Female,Master's Degree,Front end Developer,9.0,121432.0,0,4,44
26.0,Male,Bachelor's Degree,Back end Developer,2.0,63789.0,1,1,3
50.0,Female,Master's Degree,Senior Software Engineer,23.0,183690.0,0,4,169
41.0,Male,PhD,Software Engineer Manager,16.0,151310.0,1,5,178
29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,100358.0,0,1,45
38.0,Male,Master's Degree,Senior Software Engineer,15.0,148437.0,1,4,169
48.0,Female,Bachelor's Degree,Senior Project Engineer,22.0,168691.0,0,1,159
31.0,Male,Master's Degree,Full Stack Engineer,8.0,115000.0,1,4,45
28.0,Male,Bachelor's Degree,Software Developer,1.0,50000.0,1,1,176
32.0,Female,Master's Degree,Product Manager,5.0,100000.0,0,4,107
26.0,Male,Bachelor's Degree,Software Engineer,2.0,60000.0,1,1,177
33.0,Female,Master's Degree,Data Analyst,6.0,90000.0,0,4,18
29.0,Male,Bachelor's Degree,Front End Developer,3.0,70000.0,1,1,43
42.0,Male,PhD,Director of Data Science,12.0,170000.0,1,5,28
36.0,Female,Master's Degree,Data Scientist,8.0,130000.0,0,4,20
27.0,Male,Bachelor's Degree,Software Developer,1.0,50000.0,1,1,176
34.0,Female,Master's Degree,Product Manager,7.0,120000.0,0,4,107
29.0,Male,Bachelor's Degree,Software Engineer,4.0,80000.0,1,1,177
41.0,Female,PhD,Senior Data Scientist,16.0,200000.0,0,5,130
36.0,Male,PhD,Director of Data Science,12.0,170000.0,1,5,28
30.0,Female,Bachelor's Degree,Software Engineer,4.0,80000.0,0,1,177
28.0,Male,Master's Degree,Web Developer,5.0,80000.0,1,4,192
30.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,60000.0,0,1,70
25.0,Male,Bachelor's Degree,Junior Web Developer,2.0,50000.0,1,1,91
45.0,Female,Master's Degree,Senior Human Resources Manager,18.0,160000.0,0,4,140
33.0,Male,PhD,Director of HR,9.0,120000.0,1,5,31
22.0,Female,High School,Junior HR Generalist,0.0,40000.0,0,2,71
36.0,Male,Bachelor's Degree,Web Developer,10.0,100000.0,1,1,192
29.0,Female,Master's Degree,Senior HR Generalist,4.0,75000.0,0,4,136
42.0,Male,PhD,Director of HR,16.0,140000.0,1,5,31
27.0,Female,Bachelor's Degree,Junior HR Coordinator,2.0,50000.0,0,1,70
